Exporter Clean,Lotid,Retailer Name,Sale Date,Sale Quantity,Sales Amount,Price Four Star,Sale Price Calc,Price Difference,Variety,Packaging Style,Packaging Detail,Size,Exporter Country
VIDEXPORT,24E14270,SAFEWAY INC.,06/21/2024,255.0,4872.96,19.11,19.10964705882353,0.0003529411764695567,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14270,KROGER,06/24/2024,765.0,17556.75,22.95,22.95,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14270,"DIERBERGS MARKETS, INC.",06/27/2024,82.0,1553.9,18.95,18.950000000000003,-3.552713678800501e-15,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14272,OK PRODUCE,06/27/2024,765.0,9906.75,12.95,12.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14272,SAFEWAY INC.,06/28/2024,510.0,10676.22,20.93,20.93376470588235,-0.0037647058823502277,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14272,C.H. ROBINSON - EDEN PRAIRIE,07/12/2024,595.0,297.5,0.5,0.5,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14273,LOBLAW COMPANIES LTD.,06/19/2024,170.0,2201.5,12.95,12.95,0.0,SUGAR DROP,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14273,LOBLAW COMPANIES LTD.,06/19/2024,890.0,11525.5,12.95,12.95,0.0,SUGAR DROP,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14273,LOBLAW COMPANIES LTD.,06/19/2024,90.0,0.0,0.0,0.0,0.0,SUGAR DROP,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14273,LOBLAW COMPANIES LTD.,06/19/2024,885.0,11460.75,12.95,12.95,0.0,SUGAR DROP,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14273,LOBLAW COMPANIES LTD.,06/21/2024,85.0,1100.75,12.95,12.95,0.0,SUGAR DROP,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14274,MONROE & SONS PRODUCE DIST.,06/26/2024,360.0,5040.0,14.0,14.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14274,PRIMO GROWERS & DISTRIBUTORS,07/15/2024,90.0,238.5,2.65,2.65,0.0,EARLY SWEET,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14274,C.H. ROBINSON - EDEN PRAIRIE,07/15/2024,990.0,0.0,0.0,0.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14274,C.H. ROBINSON - EDEN PRAIRIE,07/23/2024,360.0,720.0,2.0,2.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14275,COSTCO WHOLESALE,06/22/2024,955.0,20007.25,20.95,20.95,0.0,PASSION FIRE,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14275,COSTCO WHOLESALE,06/22/2024,5.0,0.0,0.0,0.0,0.0,PASSION FIRE,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14275,SAFEWAY INC.,06/28/2024,435.0,9106.19,20.93,20.93377011494253,-0.0037701149425295455,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14275,"RICHARD COTTRELL MARKETING, INC.",07/10/2024,170.0,555.26,3.27,3.266235294117647,0.0037647058823528923,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14275,NOGALES FOOD BANK,07/19/2024,5.0,0.0,0.0,0.0,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14275,NOGALES FOOD BANK,07/19/2024,80.0,0.0,0.0,0.0,0.0,PASSION FIRE,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14276,D.L.J. PRODUCE,06/25/2024,170.0,3145.0,18.5,18.5,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14276,D.L.J. PRODUCE,06/26/2024,85.0,85.0,1.0,1.0,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14276,D.L.J. PRODUCE,06/27/2024,935.0,17765.0,19.0,19.0,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14276,D.L.J. PRODUCE,07/02/2024,245.0,4410.0,18.0,18.0,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14276,C.H. ROBINSON - EDEN PRAIRIE,07/12/2024,255.0,63.75,0.25,0.25,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14276,C.H. ROBINSON - EDEN PRAIRIE,07/12/2024,180.0,45.0,0.25,0.25,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14277,COSTCO WHOLESALE,06/21/2024,240.0,5028.0,20.95,20.95,0.0,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14277,COSTCO WHOLESALE,06/21/2024,1600.0,32396.0,20.25,20.2475,0.002500000000001279,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14277,COSTCO WHOLESALE,06/22/2024,80.0,1619.8,20.25,20.2475,0.002500000000001279,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14278,ASSOCIATED WHOLESALE GROCERS,06/19/2024,170.0,2711.5,15.95,15.95,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14278,"INDIANAPOLIS FRUIT COMPANY, INC",06/20/2024,85.0,1270.75,14.95,14.95,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14278,"INDIANAPOLIS FRUIT COMPANY, INC",06/21/2024,170.0,2541.5,14.95,14.95,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14278,KROGER,06/24/2024,710.0,16294.5,22.95,22.95,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14278,COSTCO WHOLESALE,06/25/2024,560.0,11233.6,20.06,20.060000000000002,-3.552713678800501e-15,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14278,"DIERBERGS MARKETS, INC.",06/27/2024,85.0,1610.75,18.95,18.95,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14278,NO DECAY PRODUCE LLC,07/16/2024,90.0,90.0,1.0,1.0,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14279,MONROE & SONS PRODUCE DIST.,06/24/2024,270.0,3969.0,14.7,14.7,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14279,MONROE & SONS PRODUCE DIST.,06/28/2024,180.0,2520.0,14.0,14.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14279,MONROE & SONS PRODUCE DIST.,06/28/2024,720.0,8640.0,12.0,12.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14279,MONROE & SONS PRODUCE DIST.,06/28/2024,360.0,4500.0,12.5,12.5,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14279,PRIMO GROWERS & DISTRIBUTORS,07/10/2024,270.0,715.5,2.65,2.65,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14280,OTP - WAL-MART,06/18/2024,630.0,11938.5,18.95,18.95,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14280,LOBLAW COMPANIES LTD.,06/22/2024,90.0,1165.5,12.95,12.95,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14280,C.H. ROBINSON - EDEN PRAIRIE,07/12/2024,900.0,-1125.0,-1.25,-1.25,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14280,PRIMO GROWERS & DISTRIBUTORS,07/15/2024,90.0,238.5,2.65,2.65,0.0,HONEY POP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14280,PRIMO GROWERS & DISTRIBUTORS,07/17/2024,85.0,225.25,2.65,2.65,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14281,CUSTOM PRODUCE SALES,06/26/2024,1980.0,27720.0,14.0,14.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14281,PRIMO GROWERS & DISTRIBUTORS,07/15/2024,180.0,477.0,2.65,2.65,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14282,"SPRING VALLEY PRODUCE, INC",06/29/2024,810.0,11907.0,14.7,14.7,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14282,"VINERIPE, INC.",06/29/2024,270.0,2700.0,10.0,10.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14282,C.H. ROBINSON - EDEN PRAIRIE,07/02/2024,90.0,1674.0,18.6,18.6,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14282,PRIMO GROWERS & DISTRIBUTORS,07/15/2024,990.0,2623.5,2.65,2.65,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14283,COSTCO WHOLESALE,06/18/2024,1200.0,21817.5,18.18,18.18125,-0.0012499999999988631,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14283,COSTCO WHOLESALE,06/21/2024,720.0,15084.0,20.95,20.95,0.0,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14284,C.H. ROBINSON - EDEN PRAIRIE,06/25/2024,1080.0,17280.0,16.0,16.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14284,C.H. ROBINSON - EDEN PRAIRIE,06/25/2024,1260.0,20160.0,16.0,16.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14285,"JSTAR PRODUCE, LLC.",06/26/2024,270.0,1620.0,6.0,6.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14285,C.H. ROBINSON - EDEN PRAIRIE,07/23/2024,1440.0,2880.0,2.0,2.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14286,LOBLAW COMPANIES LTD.,06/21/2024,990.0,12820.5,12.95,12.95,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14286,LOBLAW COMPANIES LTD.,06/24/2024,450.0,5827.5,12.95,12.95,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14286,LOBLAW COMPANIES LTD.,06/24/2024,180.0,2331.0,12.95,12.95,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14286,LOBLAW COMPANIES LTD.,06/24/2024,90.0,1165.5,12.95,12.95,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14286,GAMBLE'S ONTARIO PRODUCE INC.,07/11/2024,300.0,7485.0,24.95,24.95,0.0,EARLY SWEET,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14286,C.H. ROBINSON - EDEN PRAIRIE,07/12/2024,85.0,-106.25,-1.25,-1.25,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14286,PRIMO GROWERS & DISTRIBUTORS,07/17/2024,42.0,111.3,2.65,2.65,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14287,"MURGUIA FRUIT COMPANY, INC.",06/29/2024,900.0,12690.0,14.1,14.1,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14287,"MURGUIA FRUIT COMPANY, INC.",06/29/2024,900.0,12690.0,14.1,14.1,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14287,PRIMO GROWERS & DISTRIBUTORS,07/23/2024,540.0,621.0,1.15,1.15,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14288,KROGER,06/21/2024,375.0,8606.25,22.95,22.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14288,KROGER,06/22/2024,750.0,17212.5,22.95,22.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14288,KROGER,06/25/2024,150.0,3442.5,22.95,22.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14288,KROGER,06/26/2024,525.0,12048.75,22.95,22.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14289,C.H. ROBINSON - EDEN PRAIRIE,06/24/2024,300.0,7080.0,23.6,23.6,0.0,EARLY SWEET,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14289,"JSTAR PRODUCE, LLC.",06/26/2024,1710.0,10260.0,6.0,6.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14291,COSTCO WHOLESALE,06/22/2024,1520.0,30776.2,20.25,20.2475,0.002500000000001279,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14291,COSTCO WHOLESALE,06/25/2024,480.0,9628.8,20.06,20.06,0.0,SUGAR DROP,Clam,Clam (Generic),A,Mexico
VIDEXPORT,24E14292,KROGER,06/27/2024,1530.0,35113.5,22.95,22.95,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14292,"DIERBERGS MARKETS, INC.",06/27/2024,510.0,9664.5,18.95,18.95,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14293,C.H. ROBINSON - EDEN PRAIRIE,07/18/2024,1080.0,2160.0,2.0,2.0,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14293,PRIMO GROWERS & DISTRIBUTORS,07/23/2024,540.0,621.0,1.15,1.15,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14293,JACOB'S VILLAGE FARM CORP,07/29/2024,307.0,-1169.53,-3.81,-3.809543973941368,-0.0004560260586319309,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14293,"MAYFLOWER PACKING & COLD STORAGE, INC.",07/30/2024,413.0,86.13,0.21,0.20854721549636804,0.0014527845036319542,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14294,KROGER,06/20/2024,630.0,11308.5,17.95,17.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14294,KROGER,06/21/2024,450.0,8077.5,17.95,17.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14294,KROGER,06/21/2024,375.0,8606.25,22.95,22.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14294,KROGER,06/22/2024,450.0,10327.5,22.95,22.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14294,KROGER,06/22/2024,300.0,6885.0,22.95,22.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14295,C.H. ROBINSON - EDEN PRAIRIE,06/19/2024,180.0,2988.0,16.6,16.6,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14295,C.H. ROBINSON - EDEN PRAIRIE,06/21/2024,1890.0,35154.0,18.6,18.6,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14295,C.H. ROBINSON - EDEN PRAIRIE,06/24/2024,270.0,4482.0,16.6,16.6,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14296,OTP - WAL-MART,06/22/2024,630.0,10867.5,17.25,17.25,0.0,PASSION FIRE,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14296,OTP - WAL-MART,06/22/2024,810.0,13972.5,17.25,17.25,0.0,PASSION FIRE,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14296,OTP - WAL-MART,06/22/2024,720.0,12420.0,17.25,17.25,0.0,PASSION FIRE,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14296,GAMBLE'S ONTARIO PRODUCE INC.,06/25/2024,270.0,4576.5,16.95,16.95,0.0,PASSION FIRE,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14296,"RICHARD COTTRELL MARKETING, INC.",07/10/2024,90.0,293.96,3.27,3.266222222222222,0.003777777777778102,PASSION FIRE,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14297,KROGER,06/24/2024,450.0,10327.5,22.95,22.95,0.0,PASSION FIRE,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14297,KROGER,06/25/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,06/27/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,06/28/2024,150.0,3892.5,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,06/28/2024,150.0,3892.5,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,06/29/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/01/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/01/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/01/2024,150.0,3892.5,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/02/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/02/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/02/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/03/2024,150.0,3892.5,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14297,KROGER,07/05/2024,75.0,1946.25,25.95,25.95,0.0,SUGAR DROP,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14298,"C & J BROTHERS, iNC.",06/29/2024,270.0,1080.0,4.0,4.0,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14298,"C & J BROTHERS, iNC.",06/29/2024,990.0,4950.0,5.0,5.0,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14298,OK PRODUCE,07/04/2024,90.0,1165.5,12.95,12.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14298,PRIMO GROWERS & DISTRIBUTORS,07/23/2024,180.0,207.0,1.15,1.15,0.0,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14298,"MAYFLOWER PACKING & COLD STORAGE, INC.",07/30/2024,90.0,18.77,0.21,0.20855555555555555,0.0014444444444444426,SUGAR DROP,Bag,BAG 18#CLEAR,A,Mexico
VIDEXPORT,24E14300,CUSTOM PRODUCE SALES,06/20/2024,180.0,2880.0,16.0,16.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14300,KROGER,06/21/2024,300.0,7785.0,25.95,25.95,0.0,EARLY SWEET,Unknown,Unknown,A,Mexico
VIDEXPORT,24E14300,LOBLAW COMPANIES LTD.,06/22/2024,445.0,5762.75,12.95,12.95,0.0,EARLY SWEET,Bag,BAG 18#POUCH,B,Mexico
VIDEXPORT,24E14300,ASSOCIATED WHOLESALE GROCERS,06/22/2024,255.0,4067.25,15.95,15.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14300,ASSOCIATED WHOLESALE GROCERS,06/22/2024,170.0,3221.5,18.95,18.95,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14300,D.L.J. PRODUCE,07/02/2024,85.0,1530.0,18.0,18.0,0.0,SUGAR DROP,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14300,PRIMO GROWERS & DISTRIBUTORS,07/17/2024,54.0,143.1,2.65,2.65,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
VIDEXPORT,24E14302,C & S WHOLESALE,06/28/2024,90.0,1530.0,17.0,17.0,0.0,EARLY SWEET,Bag,Bag (Generic),A,Mexico
