Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions,COMMISSION,FOB Liq,FOB per Case,Advances,Advance Pct Of FOB,% Commission
Unknown Exporter,24E4405,222.0,5081.950000000001,2752.8,254.08999999999997,2075.0600000000004,9.347117117117119,0.0,0.0,10.909129940106903
Unknown Exporter,24EE04798,225.0,4185.0,9562.5,292.95,-5670.45,-25.201999999999998,0.0,-0.0,-5.447698744769874
Unknown Exporter,24TRA101667,1500.0,33000.0,1242.62,2310.0,29447.38,19.631586666666667,0.0,0.0,7.273899799038837
Unknown Exporter,24TRA101800,0.0,0.0,135.0,0.0,-135.0,,0.0,-0.0,-0.0
Unknown Exporter,24TRA101838,1050.0,24150.0,420.0,1690.5,22039.5,20.99,0.0,0.0,7.123893805309735
Unknown Exporter,24VIS00022,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Unknown Exporter,BMOU9296788,0.0,0.0,5118.08,0.0,-5118.08,,0.0,-0.0,-0.0
Unknown Exporter,E-04633,0.0,0.0,1684.0,0.0,-1684.0,,0.0,-0.0,-0.0
Unknown Exporter,E04563,300.0,8085.0,3630.0,808.5,3646.5,12.155,0.0,0.0,18.14814814814815
Unknown Exporter,E04600,0.0,0.0,300.0,0.0,-300.0,,0.0,-0.0,-0.0
Unknown Exporter,E04633,0.0,0.0,716.0,0.0,-716.0,,0.0,-0.0,-0.0
Unknown Exporter,E04642,0.0,0.0,242.0,0.0,-242.0,,0.0,-0.0,-0.0
Unknown Exporter,E04648,0.0,0.0,242.0,0.0,-242.0,,0.0,-0.0,-0.0
Unknown Exporter,E04865,0.0,0.0,329.0,0.0,-329.0,,0.0,-0.0,-0.0
Unknown Exporter,E04930,0.0,0.0,1702.0,0.0,-1702.0,,0.0,-0.0,-0.0
Unknown Exporter,E11481,0.0,0.0,1400.0,0.0,-1400.0,,0.0,-0.0,-0.0
Unknown Exporter,E14057,2223.0,50188.6,24268.18,2547.2,23373.219999999998,10.514269005847952,0.0,0.0,9.827001260010446
Unknown Exporter,E14132,0.0,0.0,40.0,0.0,-40.0,,0.0,-0.0,-0.0
Unknown Exporter,E14141,0.0,0.0,1200.0,0.0,-1200.0,,0.0,-0.0,-0.0
Unknown Exporter,E14147,0.0,0.0,1100.0,0.0,-1100.0,,0.0,-0.0,-0.0
Unknown Exporter,HLBU9006489,1600.0,46240.0,12002.61,1849.6000000000001,32387.79,20.24236875,4800.0,14.82039990996607,5.402280956579927
Unknown Exporter,MMAU1267681,1600.0,48000.0,9731.2,1920.0,36348.8,22.718000000000004,4800.0,13.205387798221674,5.01714190149678
Unknown Exporter,MNBU0561495,1600.0,54400.0,9731.2,2176.0,42492.8,26.558000000000003,4800.0,11.296031327660215,4.871409126728275
Unknown Exporter,OPTU6082455,0.0,0.0,50.04,0.0,-50.04,,0.0,-0.0,-0.0
Unknown Exporter,SEGU972112,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Unknown Exporter,TRA101553,0.0,0.0,168.0,0.0,-168.0,,0.0,-0.0,-0.0
Unknown Exporter,TRA101575,0.0,0.0,242.0,0.0,-242.0,,0.0,-0.0,-0.0
Unknown Exporter,TRA101662,0.0,0.0,470.75,0.0,-470.75,,0.0,-0.0,-0.0
Unknown Exporter,TRA101700,0.0,0.0,543.1700000000001,0.0,-543.1700000000001,,0.0,-0.0,-0.0
Unknown Exporter,TRA101704,0.0,0.0,994.25,0.0,-994.25,,0.0,-0.0,-0.0
Unknown Exporter,TRA101705,0.0,0.0,650.5,0.0,-650.5,,0.0,-0.0,-0.0
Unknown Exporter,TRA101707,0.0,0.0,242.0,0.0,-242.0,,0.0,-0.0,-0.0
Unknown Exporter,TRA101718,0.0,0.0,727.75,0.0,-727.75,,0.0,-0.0,-0.0
Unknown Exporter,TRA104875,0.0,0.0,977.0,0.0,-977.0,,0.0,-0.0,-0.0
